CustomerID,Gender,Age,CityTier,AnnualIncome,MembershipLevel,TotalTransactions,AvgTransactionValue,SatisfactionScore,LoginFrequency,CartAbandonRate,IsChurned,TotalSpend,AgeBand,IsChurnedBinary,HighValueCustomer,MonthlyTransactionRate,CustomerScore
C165,Male,27.0,Tier 1,406400.0,Platinum,8.0,1508.0,3.0,23.0,14.0,Yes,12064.0,26-35,1,0,1.391304347826087,2585.1428571428573
C166,Other,52.0,Tier 2,630046.0,Silver,9.0,920.0,5.0,28.0,7.0,Yes,8280.0,46+,1,0,1.2857142857142858,5914.285714285715
C167,Other,37.0,Tier 2,548941.0,Silver,22.0,363.0,2.0,19.0,28.0,Yes,7986.0,36-45,1,0,4.631578947368421,570.4285714285714
C168,Male,30.0,Tier 3,762451.0,Platinum,14.0,1076.0,1.0,31.0,12.0,Yes,15064.0,26-35,1,0,1.8064516129032258,1255.3333333333333
C169,Male,57.0,Tier 2,646457.0,Silver,4.0,1445.0,1.0,14.0,24.0,Yes,5780.0,46+,1,0,1.1428571428571428,240.83333333333334
C170,Female,50.0,Tier 1,712945.0,Gold,14.0,1026.0,4.0,36.0,20.0,Yes,14364.0,46+,1,0,1.5555555555555556,2872.8
C171,Other,26.0,Tier 1,574458.0,Platinum,24.0,1209.0,1.0,23.0,9.0,No,29016.0,26-35,0,0,4.173913043478261,3224.0
C172,Male,53.0,Tier 3,654704.0,Gold,20.0,1661.0,1.0,16.0,8.0,Yes,33220.0,46+,1,1,5.0,4152.5
C173,Female,51.0,Tier 2,560619.5,Gold,19.0,2235.625,1.0,11.0,34.0,Yes,42476.875,46+,1,1,6.909090909090909,1249.3198529411766
C174,Female,59.0,Tier 2,463786.0,Silver,25.0,1114.0,3.0,27.0,24.0,No,27850.0,46+,0,0,3.7037037037037037,3481.25
C175,Other,23.0,Tier 2,587308.0,Gold,19.0,1790.0,1.0,34.0,28.0,No,34010.0,18-25,0,1,2.235294117647059,1214.642857142857
C176,Other,46.0,Tier 2,652919.0,Platinum,19.0,1209.0,3.0,35.0,16.0,No,22971.0,46+,0,0,2.1714285714285713,4307.0625
C177,Other,51.0,Tier 3,547718.0,Gold,8.0,798.0,3.0,23.0,33.0,Yes,6384.0,46+,1,0,1.391304347826087,580.3636363636364
C178,Female,38.0,Tier 2,547778.0,Gold,18.0,1084.0,4.0,30.0,8.0,Yes,19512.0,36-45,1,0,2.4,9756.0
C179,Other,40.0,Tier 1,588726.0,Platinum,18.0,1209.0,2.0,31.0,32.0,No,21762.0,36-45,0,0,2.3225806451612905,1360.125
C180,Other,46.0,Tier 3,612321.0,Gold,16.0,1813.0,4.0,13.0,27.0,Yes,29008.0,46+,1,0,4.923076923076923,4297.481481481482
C181,Other,39.0,Tier 2,536948.0,Silver,25.0,1360.0,1.0,36.0,32.0,Yes,34000.0,36-45,1,1,2.7777777777777777,1062.5
C182,Other,55.0,Tier 1,632817.0,Gold,23.0,1039.0,3.0,11.0,34.0,No,23897.0,46+,0,0,8.363636363636363,2108.5588235294117
C183,Other,53.0,Tier 1,576891.0,Platinum,9.0,1205.0,1.0,25.0,28.0,No,10845.0,46+,0,0,1.44,387.32142857142856
C184,Female,18.0,Tier 1,560619.5,Gold,13.0,1209.0,3.0,18.0,8.0,Yes,15717.0,18-25,1,0,2.888888888888889,5893.875
C185,Other,59.0,Tier 1,552941.0,Platinum,16.0,1399.0,3.0,13.0,30.0,No,22384.0,46+,0,0,4.923076923076923,2238.4
C186,Other,52.0,Tier 1,724137.0,Silver,9.0,1209.0,3.0,25.0,2.0,Yes,10881.0,46+,1,0,1.44,16321.5
C187,Male,27.0,Tier 2,808381.0,Platinum,21.0,893.0,2.0,32.0,28.0,No,18753.0,26-35,0,0,2.625,1339.5
C188,Male,40.0,Tier 1,654678.0,Platinum,16.0,1273.0,5.0,8.0,22.0,Yes,20368.0,36-45,1,0,8.0,4629.090909090909
C189,Female,34.0,Tier 2,812776.0,Platinum,5.0,876.0,1.0,31.0,2.0,Yes,4380.0,26-35,1,0,0.6451612903225806,2190.0
C190,Other,58.0,Tier 3,449233.0,Platinum,17.0,960.0,3.0,8.0,5.0,No,16320.0,46+,0,0,8.5,9792.0
C191,Other,22.0,Tier 1,295132.0,Gold,40.0,2235.625,1.0,29.0,24.0,Yes,89425.0,18-25,1,1,5.517241379310345,3726.0416666666665
C192,Female,37.0,Tier 2,486909.0,Platinum,11.0,434.0,5.0,16.0,25.0,Yes,4774.0,36-45,1,0,2.75,954.8
C193,Other,53.0,Tier 2,593497.0,Silver,15.0,1428.0,2.0,33.0,9.0,Yes,21420.0,46+,1,0,1.8181818181818181,4760.0
C194,Other,47.0,Tier 1,666462.0,Platinum,15.0,1496.0,3.0,22.0,21.0,Yes,22440.0,46+,1,0,2.727272727272727,3205.714285714286
C195,Other,54.0,Tier 2,727199.0,Silver,12.0,1480.0,4.0,16.0,8.0,Yes,17760.0,46+,1,0,3.0,8880.0
C196,Female,26.0,Tier 1,560619.5,Silver,16.0,1170.0,5.0,15.0,32.0,Yes,18720.0,26-35,1,0,4.266666666666667,2925.0
C197,Female,43.0,Tier 3,516133.0,Platinum,4.0,1318.0,5.0,11.0,13.0,Yes,5272.0,36-45,1,0,1.4545454545454546,2027.6923076923076
C198,Other,48.0,Tier 1,560619.5,Gold,20.0,1336.0,4.0,27.0,35.0,No,26720.0,46+,0,0,2.962962962962963,3053.714285714286
C199,Other,34.0,Tier 3,539630.0,Platinum,12.0,1310.0,3.0,32.0,2.0,Yes,15720.0,26-35,1,0,1.5,23580.0
C200,Female,28.0,Tier 3,583446.0,Gold,25.0,219.0,4.0,25.0,20.0,Yes,5475.0,26-35,1,0,4.0,1095.0
C201,Male,54.0,Tier 1,441844.0,Silver,20.0,1156.0,1.0,33.0,7.0,No,23120.0,46+,0,0,2.4242424242424243,3302.8571428571427
C202,Female,28.0,Tier 2,543341.0,Silver,9.0,1303.0,3.0,11.0,14.0,No,11727.0,26-35,0,0,3.272727272727273,2512.9285714285716
C203,Male,56.0,Tier 2,586281.0,Platinum,19.0,1806.0,1.0,27.0,28.0,Yes,34314.0,46+,1,1,2.814814814814815,1225.5
C204,Other,51.0,Tier 2,587495.0,Platinum,22.0,1074.0,2.0,26.0,28.0,Yes,23628.0,46+,1,0,3.3846153846153846,1687.7142857142858
C205,Other,18.0,Tier 1,358105.0,Gold,17.0,652.0,4.0,28.0,15.0,No,11084.0,18-25,0,0,2.4285714285714284,2955.733333333333
C206,Male,41.0,Tier 2,614259.0,Platinum,25.0,1624.0,2.0,32.0,5.0,Yes,40600.0,36-45,1,1,3.125,16240.0
C207,Male,27.0,Tier 3,734964.0,Silver,16.0,868.0,3.0,12.0,20.0,No,13888.0,26-35,0,0,5.333333333333333,2083.2
C208,Male,20.0,Tier 3,513536.0,Silver,9.0,1296.0,4.0,7.0,6.0,No,11664.0,18-25,0,0,5.142857142857143,7776.0
C209,Other,53.0,Tier 2,795687.0,Silver,4.0,1245.0,1.0,10.0,18.0,No,4980.0,46+,0,0,1.6,276.6666666666667
C210,Other,46.0,Tier 3,736151.0,Gold,4.0,1267.0,2.0,17.0,24.0,Yes,5068.0,46+,1,0,0.9411764705882353,422.3333333333333
C211,Other,34.0,Tier 1,688389.0,Platinum,15.0,1610.0,2.0,30.0,18.0,Yes,24150.0,26-35,1,0,2.0,2683.3333333333335
C212,Male,57.0,Tier 1,569930.0,Gold,21.0,791.0,3.0,35.0,19.0,No,16611.0,46+,0,0,2.4,2622.7894736842104
C213,Female,32.0,Tier 2,517708.0,Platinum,25.0,1795.0,5.0,7.0,26.0,No,44875.0,26-35,0,1,14.285714285714286,8629.807692307691
C214,Female,57.0,Tier 1,655339.0,Platinum,17.0,1026.0,4.0,11.0,16.0,No,17442.0,46+,0,0,6.181818181818182,4360.5
C215,Male,53.0,Tier 2,508922.0,Gold,19.0,507.0,5.0,16.0,5.0,Yes,9633.0,46+,1,0,4.75,9633.0
C216,Male,31.0,Tier 2,723320.0,Gold,12.0,1554.0,5.0,27.0,20.0,No,18648.0,26-35,0,0,1.7777777777777777,4662.0
C217,Other,46.0,Tier 2,533550.0,Silver,17.0,1280.0,1.0,17.0,20.0,No,21760.0,46+,0,0,4.0,1088.0
C218,Female,46.0,Tier 2,289496.0,Silver,33.0,1005.0,1.0,23.0,32.0,Yes,33165.0,46+,1,1,5.739130434782608,1036.40625
C219,Female,51.0,Tier 1,710133.0,Gold,13.0,1592.0,3.0,34.0,32.0,No,20696.0,46+,0,0,1.5294117647058822,1940.25
C220,Other,46.0,Tier 3,589684.0,Platinum,20.0,1194.0,4.0,21.0,28.0,No,23880.0,46+,0,0,3.8095238095238093,3411.4285714285716
C221,Male,18.0,Tier 1,560619.5,Gold,4.0,1087.0,1.0,35.0,27.0,No,4348.0,18-25,0,0,0.45714285714285713,161.03703703703704
C222,Female,32.0,Tier 2,350236.0,Platinum,13.0,1197.0,2.0,16.0,31.0,No,15561.0,26-35,0,0,3.25,1003.9354838709677
C223,Other,57.0,Tier 2,598374.0,Silver,8.0,1649.0,3.0,20.0,33.0,No,13192.0,46+,0,0,1.6,1199.2727272727273
C224,Other,20.0,Tier 2,560619.5,Gold,12.0,1150.0,2.0,14.0,4.0,Yes,13800.0,18-25,1,0,3.4285714285714284,6900.0
C225,Other,60.0,Tier 2,540963.0,Silver,21.0,759.0,2.0,28.0,9.0,No,15939.0,46+,0,0,3.0,3542.0
C226,Female,18.0,Tier 2,608520.0,Silver,23.0,1498.0,4.0,36.0,5.0,Yes,34454.0,18-25,1,1,2.5555555555555554,27563.2
C227,Other,52.0,Tier 1,515116.0,Platinum,18.0,2235.625,2.0,29.0,20.0,No,40241.25,46+,0,1,2.4827586206896552,4024.125
C228,Male,54.0,Tier 2,431712.0,Platinum,6.0,1401.0,5.0,34.0,13.0,No,8406.0,46+,0,0,0.7058823529411765,3233.076923076923
C229,Other,33.0,Tier 1,486369.0,Platinum,8.0,882.0,1.0,8.0,10.0,Yes,7056.0,26-35,1,0,4.0,705.6
C230,Male,24.0,Tier 2,537156.0,Gold,16.0,785.0,1.0,22.0,7.0,Yes,12560.0,18-25,1,0,2.909090909090909,1794.2857142857142
C231,Female,53.0,Tier 2,560619.5,Platinum,6.0,720.0,5.0,24.0,14.0,Yes,4320.0,46+,1,0,1.0,1542.857142857143
C232,Other,58.0,Tier 3,785767.0,Platinum,25.0,1214.0,5.0,12.0,30.0,No,30350.0,46+,0,0,8.333333333333334,5058.333333333333
C233,Other,38.0,Tier 2,466032.0,Platinum,16.0,1285.0,4.0,23.0,20.0,Yes,20560.0,36-45,1,0,2.782608695652174,4112.0
C234,Female,18.0,Tier 1,536520.0,Platinum,20.0,1111.0,1.0,15.0,17.0,No,22220.0,18-25,0,0,5.333333333333333,1307.0588235294117
C235,Male,54.0,Tier 1,623700.0,Silver,22.0,1503.0,1.0,9.0,23.0,No,33066.0,46+,0,1,9.777777777777779,1437.6521739130435
C236,Female,25.0,Tier 1,486339.0,Platinum,13.0,969.0,3.0,8.0,27.0,Yes,12597.0,18-25,1,0,6.5,1399.6666666666667
C237,Male,45.0,Tier 2,516993.0,Platinum,6.0,279.0,2.0,19.0,14.0,Yes,1674.0,36-45,1,0,1.263157894736842,239.14285714285714
C238,Male,22.0,Tier 2,368177.0,Platinum,10.0,1209.0,3.0,33.0,30.0,No,12090.0,18-25,0,0,1.2121212121212122,1209.0
C239,Male,32.0,Tier 2,747396.0,Platinum,8.0,1209.0,1.0,17.0,15.0,No,9672.0,26-35,0,0,1.8823529411764706,644.8
C240,Other,48.0,Tier 1,619186.0,Platinum,5.0,1324.0,1.0,9.0,19.0,No,6620.0,46+,0,0,2.2222222222222223,348.42105263157896
C241,Male,19.0,Tier 3,833284.375,Platinum,23.0,1647.0,4.0,8.0,35.0,No,37881.0,18-25,0,1,11.5,4329.257142857143
C242,Female,40.0,Tier 3,534649.0,Platinum,12.0,817.0,1.0,14.0,27.0,Yes,9804.0,36-45,1,0,3.4285714285714284,363.1111111111111
C243,Other,42.0,Tier 3,357226.0,Silver,13.0,1281.0,2.0,28.0,10.0,Yes,16653.0,36-45,1,0,1.8571428571428572,3330.6
C244,Female,27.0,Tier 3,459237.0,Platinum,8.0,631.0,4.0,30.0,19.0,Yes,5048.0,26-35,1,0,1.0666666666666667,1062.7368421052631
C245,Male,26.0,Tier 3,472411.0,Platinum,16.0,767.0,5.0,12.0,33.0,Yes,12272.0,26-35,1,0,5.333333333333333,1859.3939393939395
C246,Male,32.0,Tier 1,752456.0,Platinum,6.0,1552.0,5.0,21.0,29.0,Yes,9312.0,26-35,1,0,1.1428571428571428,1605.5172413793102
C247,Other,42.0,Tier 2,549043.0,Platinum,5.0,1791.0,1.0,24.0,4.0,Yes,8955.0,36-45,1,0,0.8333333333333334,2238.75
C248,Male,36.0,Tier 2,559284.0,Gold,20.0,855.0,1.0,31.0,10.0,No,17100.0,36-45,0,0,2.5806451612903225,1710.0
C249,Female,19.0,Tier 3,732774.0,Silver,9.0,1415.0,4.0,29.0,34.0,Yes,12735.0,18-25,1,0,1.2413793103448276,1498.235294117647
C250,Female,53.0,Tier 1,425530.0,Silver,5.0,1123.0,4.0,35.0,20.0,No,5615.0,46+,0,0,0.5714285714285714,1123.0
C251,Male,47.0,Tier 2,833284.375,Silver,18.0,646.0,2.0,27.0,15.0,Yes,11628.0,46+,1,0,2.6666666666666665,1550.4
C252,Male,59.0,Tier 1,661141.0,Gold,7.0,1963.0,5.0,25.0,13.0,No,13741.0,46+,0,0,1.12,5285.0
C253,Male,23.0,Tier 2,560619.5,Gold,19.0,1425.0,5.0,13.0,8.0,Yes,27075.0,18-25,1,0,5.846153846153846,16921.875
C254,Female,56.0,Tier 3,471922.0,Platinum,8.0,1005.0,4.0,26.0,20.0,Yes,8040.0,46+,1,0,1.2307692307692308,1608.0
C255,Male,19.0,Tier 1,478912.0,Gold,21.0,854.0,3.0,16.0,22.0,Yes,17934.0,18-25,1,0,5.25,2445.5454545454545
C256,Other,39.0,Tier 3,555822.0,Silver,25.0,1209.0,2.0,35.0,23.0,No,30225.0,36-45,0,0,2.857142857142857,2628.2608695652175
C257,Other,21.0,Tier 2,582454.0,Silver,16.0,1179.0,3.0,33.0,26.0,Yes,18864.0,18-25,1,0,1.9393939393939394,2176.6153846153848
C258,Female,38.0,Tier 2,521326.0,Gold,20.0,836.0,2.0,7.0,34.0,No,16720.0,36-45,0,0,11.428571428571429,983.5294117647059
C259,Female,51.0,Tier 2,480787.0,Platinum,5.0,1502.0,1.0,34.0,7.0,Yes,7510.0,46+,1,0,0.5882352941176471,1072.857142857143
C260,Male,51.0,Tier 3,610110.0,Silver,12.0,808.0,3.0,7.0,34.0,No,9696.0,46+,0,0,6.857142857142857,855.5294117647059
C261,Other,38.0,Tier 3,561919.0,Gold,16.0,1500.0,1.0,20.0,30.0,No,24000.0,36-45,0,0,3.2,800.0
C262,Female,30.0,Tier 3,349671.0,Gold,18.0,1417.0,4.0,11.0,18.0,No,25506.0,26-35,0,0,6.545454545454546,5668.0
C263,Male,60.0,Tier 2,470485.0,Gold,13.0,1428.0,1.0,10.0,6.0,No,18564.0,46+,0,0,5.2,3094.0
C264,Female,55.0,Tier 3,458408.0,Silver,22.0,478.0,3.0,28.0,33.0,No,10516.0,46+,0,0,3.142857142857143,956.0
C265,Female,53.0,Tier 2,560619.5,Silver,16.0,1209.0,2.0,35.0,2.0,Yes,19344.0,46+,1,0,1.8285714285714285,19344.0
C266,Female,52.0,Tier 3,581166.0,Gold,25.0,838.0,3.0,26.0,27.0,No,20950.0,46+,0,0,3.8461538461538463,2327.777777777778
C267,Male,41.0,Tier 2,626631.0,Silver,11.0,535.0,4.0,13.0,32.0,No,5885.0,36-45,0,0,3.3846153846153846,735.625
C268,Female,44.0,Tier 3,833284.375,Silver,17.0,715.0,4.0,29.0,29.0,No,12155.0,36-45,0,0,2.3448275862068964,1676.551724137931
C269,Other,45.0,Tier 2,471779.0,Silver,11.0,1218.0,5.0,25.0,25.0,No,13398.0,36-45,0,0,1.76,2679.6
C270,Other,23.0,Tier 3,446750.0,Gold,23.0,1046.0,1.0,25.0,5.0,Yes,24058.0,18-25,1,0,3.68,4811.6
C271,Female,47.0,Tier 2,670755.0,Gold,23.0,969.0,1.0,23.0,20.0,Yes,22287.0,46+,1,0,4.0,1114.35
C272,Female,49.0,Tier 3,650283.0,Platinum,4.0,748.0,2.0,12.0,17.0,Yes,2992.0,46+,1,0,1.3333333333333333,352.0
C273,Female,23.0,Tier 3,613576.0,Gold,18.0,1776.0,3.0,33.0,12.0,No,31968.0,18-25,0,0,2.1818181818181817,7992.0
C274,Female,48.0,Tier 3,289273.375,Gold,4.0,881.0,3.0,8.0,24.0,No,3524.0,46+,0,0,2.0,440.5
C275,Other,59.0,Tier 2,619248.0,Platinum,11.0,1118.0,3.0,17.0,2.0,Yes,12298.0,46+,1,0,2.588235294117647,18447.0
C276,Female,24.0,Tier 3,594537.0,Platinum,5.0,958.0,5.0,10.0,10.0,Yes,4790.0,18-25,1,0,2.0,2395.0
C277,Male,29.0,Tier 2,560390.0,Gold,25.0,1137.0,1.0,19.0,5.0,No,28425.0,26-35,0,0,5.2631578947368425,5685.0
C278,Male,46.0,Tier 1,690133.0,Silver,23.0,1301.0,3.0,30.0,20.0,No,29923.0,46+,0,0,3.066666666666667,4488.45
C279,Male,59.0,Tier 1,590512.0,Gold,19.0,1035.0,1.0,32.0,24.0,No,19665.0,46+,0,0,2.375,819.375
C280,Female,21.0,Tier 3,491487.0,Silver,13.0,1209.0,4.0,19.0,24.0,No,15717.0,18-25,0,0,2.736842105263158,2619.5
C281,Other,30.0,Tier 2,597334.0,Gold,13.0,1031.0,3.0,32.0,27.0,No,13403.0,26-35,0,0,1.625,1489.2222222222222
C282,Other,52.0,Tier 3,584772.0,Gold,16.0,2030.0,2.0,33.0,31.0,Yes,32480.0,46+,1,1,1.9393939393939394,2095.483870967742
C283,Male,25.0,Tier 3,654534.0,Platinum,25.0,1069.0,2.0,23.0,19.0,No,26725.0,18-25,0,0,4.3478260869565215,2813.157894736842
C284,Male,41.0,Tier 2,694145.0,Platinum,4.0,1209.0,1.0,16.0,32.0,Yes,4836.0,36-45,1,0,1.0,151.125
C285,Male,58.0,Tier 2,305425.0,Silver,23.0,796.0,3.0,13.0,35.0,No,18308.0,46+,0,0,7.076923076923077,1569.2571428571428
C286,Other,50.0,Tier 3,325504.0,Silver,19.0,1059.0,1.0,20.0,31.0,Yes,20121.0,46+,1,0,3.8,649.0645161290323
C287,Other,29.0,Tier 1,552210.0,Platinum,17.0,1870.0,1.0,30.0,14.0,Yes,31790.0,26-35,1,0,2.2666666666666666,2270.714285714286
C288,Male,48.0,Tier 1,589231.0,Gold,18.0,1112.0,2.0,23.0,10.0,No,20016.0,46+,0,0,3.130434782608696,4003.2
C289,Female,44.0,Tier 2,649528.0,Platinum,22.0,315.0,5.0,25.0,31.0,No,6930.0,36-45,0,0,3.52,1117.741935483871
C290,Other,33.0,Tier 2,578273.0,Silver,17.0,1508.0,3.0,22.0,8.0,Yes,25636.0,26-35,1,0,3.090909090909091,9613.5
C291,Male,53.0,Tier 3,372569.0,Gold,4.0,1657.0,5.0,21.0,10.0,No,6628.0,46+,0,0,0.7619047619047619,3314.0
C292,Male,41.0,Tier 3,560619.5,Platinum,17.0,1033.0,5.0,9.0,23.0,Yes,17561.0,36-45,1,0,7.555555555555555,3817.608695652174
C293,Other,41.0,Tier 1,560619.5,Gold,6.0,2108.0,3.0,22.0,15.0,Yes,12648.0,36-45,1,0,1.0909090909090908,2529.6
C294,Female,40.0,Tier 3,560619.5,Gold,7.0,1299.0,3.0,28.0,6.0,No,9093.0,36-45,0,0,1.0,4546.5
C295,Male,23.0,Tier 1,494876.0,Gold,8.0,860.0,3.0,36.0,24.0,Yes,6880.0,18-25,1,0,0.8888888888888888,860.0
C296,Female,30.0,Tier 1,649640.0,Platinum,14.0,857.0,5.0,11.0,21.0,No,11998.0,26-35,0,0,5.090909090909091,2856.6666666666665
C297,Male,48.0,Tier 2,558587.0,Gold,9.0,1008.0,2.0,17.0,30.0,Yes,9072.0,46+,1,0,2.1176470588235294,604.8
C298,Male,53.0,Tier 3,607477.0,Platinum,7.0,1333.0,2.0,23.0,34.0,No,9331.0,46+,0,0,1.2173913043478262,548.8823529411765
C299,Female,36.0,Tier 3,674504.0,Gold,19.0,995.0,3.0,14.0,7.0,Yes,18905.0,36-45,1,0,5.428571428571429,8102.142857142857
C300,Other,51.0,Tier 2,517615.0,Platinum,20.0,808.0,5.0,18.0,29.0,No,16160.0,46+,0,0,4.444444444444445,2786.206896551724
C301,Male,36.0,Tier 2,496684.0,Platinum,17.0,1350.0,4.0,33.0,7.0,No,22950.0,36-45,0,0,2.0606060606060606,13114.285714285714
C302,Female,51.0,Tier 1,640838.0,Silver,17.0,831.0,2.0,16.0,4.0,No,14127.0,46+,0,0,4.25,7063.5
C303,Other,37.0,Tier 3,560619.5,Gold,24.0,1742.0,4.0,27.0,9.0,No,41808.0,36-45,0,1,3.5555555555555554,18581.333333333332
C304,Male,56.0,Tier 3,599612.0,Platinum,7.0,1209.0,3.0,17.0,10.0,Yes,8463.0,46+,1,0,1.6470588235294117,2538.9
C305,Female,41.0,Tier 2,457145.0,Silver,9.0,702.0,3.0,28.0,19.0,No,6318.0,36-45,0,0,1.2857142857142858,997.578947368421
C306,Male,52.0,Tier 2,336553.0,Gold,9.0,1798.0,2.0,29.0,35.0,Yes,16182.0,46+,1,0,1.2413793103448276,924.6857142857143
C307,Female,47.0,Tier 1,628523.0,Gold,18.0,1177.0,3.0,30.0,16.0,Yes,21186.0,46+,1,0,2.4,3972.375
C308,Other,32.0,Tier 1,583596.0,Silver,16.0,749.0,5.0,36.0,6.0,Yes,11984.0,26-35,1,0,1.7777777777777777,9986.666666666666
C309,Male,25.0,Tier 1,833284.375,Silver,12.0,1251.0,5.0,23.0,8.0,Yes,15012.0,18-25,1,0,2.0869565217391304,9382.5
C310,Other,31.0,Tier 2,560619.5,Platinum,20.0,1490.0,2.0,12.0,26.0,Yes,29800.0,26-35,1,0,6.666666666666667,2292.3076923076924
C311,Female,25.0,Tier 2,607721.0,Gold,5.0,1289.0,4.0,33.0,28.0,No,6445.0,18-25,0,0,0.6060606060606061,920.7142857142857
C312,Male,22.0,Tier 2,560619.5,Platinum,18.0,1388.0,4.0,10.0,12.0,Yes,24984.0,18-25,1,0,7.2,8328.0
C313,Female,30.0,Tier 2,775842.0,Gold,22.0,1738.0,4.0,19.0,34.0,No,38236.0,26-35,0,1,4.631578947368421,4498.35294117647
C314,Male,25.0,Tier 2,560619.5,Platinum,16.0,995.0,3.0,10.0,35.0,No,15920.0,18-25,0,0,6.4,1364.5714285714287
C315,Male,36.0,Tier 2,431247.0,Platinum,5.0,1149.0,4.0,23.0,13.0,No,5745.0,36-45,0,0,0.8695652173913043,1767.6923076923076
C316,Other,28.0,Tier 1,556686.0,Platinum,25.0,1637.0,2.0,22.0,26.0,No,40925.0,26-35,0,1,4.545454545454546,3148.076923076923
C317,Female,38.0,Tier 2,346904.0,Platinum,24.0,1811.0,3.0,14.0,21.0,Yes,43464.0,36-45,1,1,6.857142857142857,6209.142857142857
C318,Female,25.0,Tier 1,531039.0,Gold,16.0,1209.0,3.0,25.0,33.0,Yes,19344.0,18-25,1,0,2.56,1758.5454545454545
C319,Female,49.0,Tier 3,428547.0,Gold,6.0,538.0,1.0,32.0,7.0,Yes,3228.0,46+,1,0,0.75,461.14285714285717
C320,Other,39.0,Tier 3,648780.0,Silver,13.0,1229.0,4.0,28.0,13.0,Yes,15977.0,36-45,1,0,1.8571428571428572,4916.0
C321,Other,49.0,Tier 3,395204.0,Platinum,22.0,681.0,4.0,28.0,29.0,Yes,14982.0,46+,1,0,3.142857142857143,2066.4827586206898
C322,Other,31.0,Tier 2,509705.0,Platinum,8.0,1867.0,4.0,20.0,4.0,No,14936.0,26-35,0,0,1.6,14936.0
C323,Male,19.0,Tier 2,518849.0,Platinum,31.0,1209.0,4.0,35.0,10.0,Yes,37479.0,18-25,1,1,3.5428571428571427,14991.6
C324,Other,60.0,Tier 3,520510.0,Silver,22.0,1090.0,4.0,13.0,30.0,Yes,23980.0,46+,1,0,6.769230769230769,3197.3333333333335
C325,Female,52.0,Tier 1,289273.375,Gold,15.0,1178.0,3.0,32.0,17.0,No,17670.0,46+,0,0,1.875,3118.235294117647
C326,Female,58.0,Tier 2,522287.0,Silver,16.0,1478.0,2.0,12.0,22.0,No,23648.0,46+,0,0,5.333333333333333,2149.818181818182
C327,Male,35.0,Tier 2,771874.0,Platinum,7.0,1650.0,3.0,24.0,31.0,Yes,11550.0,26-35,1,0,1.1666666666666667,1117.741935483871
C328,Other,59.0,Tier 2,517733.0,Platinum,7.0,757.0,2.0,32.0,30.0,Yes,5299.0,46+,1,0,0.875,353.26666666666665
C329,Female,29.0,Tier 2,833284.375,Silver,22.0,1223.0,5.0,21.0,12.0,No,26906.0,26-35,0,0,4.190476190476191,11210.833333333334
C330,Other,34.0,Tier 2,560619.5,Platinum,18.0,1190.0,2.0,32.0,33.0,No,21420.0,26-35,0,0,2.25,1298.1818181818182
C331,Male,56.0,Tier 2,573770.0,Platinum,11.0,1142.0,4.0,34.0,27.0,No,12562.0,46+,0,0,1.2941176470588236,1861.037037037037
C332,Other,45.0,Tier 2,560619.5,Silver,23.0,981.0,3.0,19.0,27.0,Yes,22563.0,36-45,1,0,4.842105263157895,2507.0
